#{"t_start": 1768158445.438503, "env_id": "None"}
r,l,t
-129.098485,12,18.351008
-167.984794,12,18.36165
-299.033686,12,18.381364
-182.808085,12,18.391966
-96.790265,12,18.413236
-218.151318,12,18.428561
-189.152016,12,18.442631
-168.508904,12,18.457903
-184.914781,12,18.473756
-255.688292,12,18.489915
-101.767056,12,18.504028
-255.165546,12,18.516664
-71.094086,12,18.530766
-201.439904,12,18.544321
-110.036576,12,18.556374
-179.631277,12,18.568257
-175.159219,12,18.58528
-229.538791,12,18.60059
-297.778833,12,18.616455
-227.837133,12,18.627263
-176.034991,12,18.647264
-135.840523,12,18.66305
-137.689978,12,18.678447
-61.954092,12,18.694126
-159.879657,12,18.782861
-149.963228,12,18.791129
-109.932948,12,18.811762
-169.116325,12,18.822053
-159.199965,12,18.845954
-152.644541,12,18.863343
-209.30789,12,18.880053
-150.97572,12,18.893795
-156.990596,12,18.908868
-282.833427,12,18.914753
-175.576364,12,18.935164
-157.914548,12,18.945829
-105.62103,12,18.961242
-161.544075,12,18.976359
-71.903574,12,18.991424
-104.119292,12,19.007057
-176.435623,12,19.020685
-121.292693,12,19.037339
-141.598451,12,19.049725
-173.849566,12,19.063557
-165.395866,12,20.213092
-89.126765,12,20.234485
-51.824295,12,20.247421
-136.309818,12,20.26565
-146.441393,12,20.279994
-146.911342,12,20.293539
-16.462217,12,20.308112
-70.730467,12,20.32205
-38.487337,12,20.339171
-22.871003,12,20.349197
-131.462452,12,20.365718
-314.258495,12,20.381649
-145.725738,12,20.397697
-68.674943,12,20.410831
-45.670262,12,20.420934
-103.422262,12,20.439553
-157.776337,12,20.456502
-105.900174,12,20.471546
-355.415183,12,20.483644
-135.366843,12,20.493916
-128.005576,12,20.514959
-127.938187,12,20.529162
-89.879937,12,20.545474
-148.983451,12,20.561387
-269.247675,12,20.570315
-39.839512,12,20.590202
-80.969285,12,20.60217
-99.558823,12,20.617938
-145.676859,12,20.628091
-153.711445,12,20.639336
-169.107242,12,20.658843
-85.640254,12,20.673374
-86.493982,12,20.689729
-126.010796,12,20.704175
-158.756578,12,20.719252
-54.38883,12,20.736144
-142.14002,12,20.753288
-123.419848,12,20.768925
-86.57814,12,20.782363
-72.818673,12,20.794936
-9.535671,12,20.812547
-117.194898,12,20.82674
-253.908882,12,20.842794
-193.606656,12,20.855591
-61.220539,12,20.872021
-165.113694,12,20.889121
-257.717017,12,20.90429
-123.715306,12,20.918881
