#{"t_start": 1768115631.7627578, "env_id": "None"}
r,l,t
16.865855,12,13.818054
-103.709874,12,13.838216
16.082195,12,13.85229
-15.533094,12,13.865066
-63.399942,12,13.877416
13.946602,12,13.889466
-18.226126,12,13.899604
16.639299,12,13.915362
16.831544,12,13.925944
-24.159759,12,13.936966
17.525406,12,13.946532
-43.031285,12,13.959096
-28.390788,12,13.971156
17.585572,12,13.980929
-39.42635,12,15.222324
18.469796,12,15.236101
17.836786,12,15.248164
-20.757057,12,15.260159
-43.510027,12,15.271734
18.938109,12,15.283002
-12.312342,12,15.295558
-0.695542,12,15.308036
16.37877,12,15.31846
18.619754,12,15.331067
18.103181,12,15.34272
19.158888,12,15.35802
15.476119,12,15.367135
8.149506,12,15.379209
16.769242,12,15.389244
17.543163,12,15.401345
14.749028,12,15.41062
17.723028,12,15.426707
8.154828,12,15.437241
-31.562,12,15.449818
16.8966,12,15.465014
0.831084,12,15.480497
16.27978,12,15.490594
2.062709,12,15.505789
18.580577,12,15.515384
17.678451,12,15.521464
18.542004,12,15.541043
10.227099,12,15.553912
15.176901,12,15.565431
-27.306845,12,15.577559
-31.043526,12,15.588869
-8.401702,12,15.599463
17.426809,12,15.611036
-33.713769,12,15.622085
17.797283,12,15.633123
18.066373,12,15.644227
3.66008,12,15.658349
17.492157,12,15.671104
-24.384287,12,15.685589
-32.204284,12,15.700052
17.561658,12,15.712619
17.869876,12,15.724442
16.012921,12,15.736572
16.397439,12,15.748754
-29.689215,12,15.760268
16.925376,12,15.771802
15.162375,12,15.782115
15.005541,12,15.795918
-45.725111,12,15.808522
-26.957742,12,15.818566
17.356388,12,15.830628
2.338109,12,15.843255
-8.945541,12,15.855198
-80.822864,12,15.869081
17.256842,12,15.877633
-21.605387,12,15.887747
-46.773242,12,15.906587
18.170154,12,15.916992
-19.591242,12,15.928662
18.504781,12,15.93897
-22.764002,12,15.949471
9.073119,12,15.959863
-8.480921,12,15.972204
-49.263939,12,15.984793
-4.204588,12,15.996644
-3.520682,12,16.009689
-7.179569,12,16.025365
3.522175,12,16.038696
17.237769,12,16.04977
18.380288,12,16.062337
-4.343985,12,16.072359
17.122443,12,16.084603
14.332542,12,16.096727
15.232678,12,16.1093
18.610625,12,16.121827
18.289885,12,16.132916
-21.454657,12,16.143371
16.09111,12,16.159044
15.975394,12,16.171167
17.504588,12,16.183729
11.095268,12,16.195897
17.688795,12,16.209598
18.591883,12,16.222806
16.398279,12,16.236814
-0.479272,12,16.249639
-30.679749,12,16.260683
5.603867,12,16.278027
13.403268,12,16.291267
-9.232344,12,16.302393
-14.167231,12,16.320489
-0.247769,12,16.335122
4.648812,12,16.353975
-3.386865,12,16.373397
18.372172,12,16.384153
18.960602,12,16.397355
17.207778,12,16.411268
-0.273629,12,16.427195
18.63174,12,16.437162
-3.299961,12,16.453296
18.457563,12,16.465168
11.871528,12,16.472742
17.613325,12,16.486896
17.986431,12,16.503345
-38.39672,12,16.516106
18.649641,12,16.523714
16.864788,12,16.53723
19.569327,12,16.546779
7.372159,12,16.565378
17.672582,12,16.57866
4.36556,12,16.586684
-16.589478,12,16.595239
13.138208,12,16.613192
13.958933,12,16.626312
-19.521476,12,16.643978
17.225267,12,16.65807
17.859824,12,16.668614
17.829225,12,16.684663
18.172242,12,16.697259
15.990492,12,16.709574
16.959268,12,16.721114
16.855215,12,16.732359
0.35001,12,16.744924
10.613777,12,16.753018
-0.22304,12,16.769074
5.517087,12,16.779467
19.032751,12,16.789971
18.190861,12,16.800559
-26.564283,12,16.81783
15.275414,12,16.830935
15.485309,12,16.840636
-24.110033,12,16.85303
17.998498,12,16.865672
18.507614,12,16.877239
18.764295,12,16.888797
3.975842,12,16.903911
18.793789,12,16.917216
-8.985934,12,16.928286
15.734898,12,16.94081
0.236634,12,16.953279
18.854932,12,16.965867
17.821186,12,16.975922
18.248929,12,16.989468
-29.872156,12,16.999509
16.472342,12,17.017173
15.024633,12,17.030013
16.916891,12,17.043063
-45.169881,12,17.054135
-31.967301,12,17.065172
15.420665,12,17.076696
18.504917,12,17.08874
16.977732,12,17.100278
17.487518,12,17.215702
-11.523462,12,17.231399
18.744747,12,17.243549
18.775751,12,17.253667
16.025812,12,17.265357
